date,sku_id,product_name,category,vendor,warehouse_location,sales_channel,units_sold,stock_level,reorder_point,supplier_lead_time_days,unit_cost,unit_price,revenue,on_promotion,discount_pct,temperature_c,customer_rating
2025-11-08,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,142.0,279.0,87,9,71.61,120.54,17116.68,False,0.0,28.9,3.9
2025-03-27,SKU102,Running Shoes,Footwear,Vendor B,West,Online,43.0,158.0,51,14,48.81,90.37,3885.91,False,0.0,25.3,4.1
2025-10-19,SKU112,Hoodie,Apparel,Vendor B,South,Wholesale,66.0,188.0,73,11,65.48,148.54,9803.64,False,0.0,11.8,4.8
2025-02-11,SKU105,Sunglasses,Accessories,Vendor A,North,Wholesale,24.0,61.0,59,3,85.64,143.16,3435.84,True,19.0,15.7,4.7
2025-04-19,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,69.0,115.0,51,14,48.81,90.37,6235.53,False,0.0,32.5,4.5
2025-01-16,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,51.0,128.0,87,9,71.61,120.54,6147.54,False,0.0,34.8,4.1
2025-12-04,SKU102,Running Shoes,Footwear,Vendor B,West,Wholesale,79.0,98.0,51,14,48.81,90.37,7139.23,False,0.0,19.0,4.2
2025-09-19,SKU109,Gym Bag,Fitness,Vendor C,West,Online,8.0,136.0,45,12,73.66,161.49,1291.92,False,0.0,12.3,3.2
2025-02-09,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,52.0,325.0,87,9,71.61,120.54,6268.08,False,0.0,37.0,3.6
2025-06-09,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,61.0,210.0,74,13,46.67,72.31,4410.91,False,0.0,23.0,2.8
2025-10-03,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,42.0,200.0,87,9,71.61,120.54,5062.68,False,0.0,29.4,3.5
2025-01-01,SKU111,Water Bottle,Fitness,Vendor A,North,Wholesale,21.0,150.0,79,12,24.6,52.01,1092.21,False,0.0,12.0,4.3
2025-08-14,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,60.0,153.0,74,13,46.67,72.31,4338.6,False,0.0,22.8,3.5
2025-05-21,SKU102,Running Shoes,Footwear,Vendor B,West,Wholesale,46.0,234.0,51,14,48.81,90.37,4157.02,False,0.0,31.6,3.6
2025-11-27,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,78.0,137.0,42,8,28.05,51.04,3981.12,False,0.0,9.0,4.3
2025-08-02,SKU105,Sunglasses,Accessories,Vendor A,North,Online,25.0,260.0,59,3,85.64,143.16,3579.0,False,0.0,26.1,3.8
2025-03-06,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,51.0,227.0,42,8,28.05,51.04,2603.04,False,0.0,42.4,4.2
2025-12-13,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,29.0,226.0,45,12,73.66,161.49,4683.21,False,0.0,28.2,3.2
2025-09-24,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,43.0,223.0,88,6,77.96,163.29,7021.47,False,0.0,20.7,3.2
2025-11-12,SKU109,Gym Bag,Fitness,Vendor C,West,Online,14.0,85.0,45,12,73.66,161.49,2260.86,False,0.0,19.7,4.3
2025-12-24,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,85.0,198.0,74,13,46.67,72.31,6146.35,False,0.0,30.1,3.7
2025-01-31,SKU109,Gym Bag,Fitness,Vendor C,West,Online,9.0,185.0,45,12,73.66,161.49,1453.41,False,0.0,24.9,4.1
2025-11-12,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,35.0,105.0,59,3,85.64,143.16,5010.6,False,0.0,27.7,4.4
2025-07-04,SKU104,Protein Powder,Health,Vendor B,East,Wholesale,18.0,265.0,70,9,49.68,111.64,2009.52,False,0.0,21.5,3.9
2025-07-27,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,168.0,306.0,88,6,77.96,163.29,27432.72,True,21.0,24.6,5.0
2025-04-03,SKU111,Water Bottle,Fitness,Vendor A,North,Online,26.0,206.0,79,12,24.6,52.01,1352.26,False,0.0,27.0,4.6
2025-05-10,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,99.0,198.0,87,9,71.61,120.54,11933.46,False,0.0,20.4,3.8
2025-01-18,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,49.0,184.0,51,14,48.81,90.37,4428.13,False,0.0,37.9,3.9
2025-03-06,SKU110,Smart Watch,Electronics,Vendor D,North,Online,66.0,306.0,88,6,77.96,163.29,10777.14,False,0.0,34.4,3.9
2025-09-26,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,35.0,281.0,73,11,65.48,148.54,5198.9,False,0.0,31.8,3.6
2025-09-04,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,67.0,194.0,64,3,56.21,111.36,7461.12,False,0.0,22.3,4.6
2025-06-18,SKU112,Hoodie,Apparel,Vendor B,South,Online,47.0,119.0,73,11,65.48,148.54,6981.38,False,0.0,33.8,4.6
2025-08-06,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,52.0,167.0,42,8,28.05,51.04,2654.08,False,0.0,39.7,3.9
2025-06-27,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,49.0,172.0,73,11,65.48,148.54,7278.46,False,0.0,21.1,4.0
2025-05-25,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,73.0,176.0,42,8,28.05,51.04,3725.92,False,0.0,23.8,4.6
2025-08-19,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,16.0,102.0,79,12,24.6,52.01,832.16,False,0.0,16.5,4.4
2025-06-07,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,91.0,177.0,87,9,71.61,120.54,10969.14,False,0.0,19.4,4.3
2025-09-12,SKU102,Running Shoes,Footwear,Vendor B,West,Online,49.0,97.0,51,14,48.81,90.37,4428.13,False,0.0,30.7,5.0
2025-11-14,SKU109,Gym Bag,Fitness,Vendor C,West,Online,19.0,50.0,45,12,73.66,161.49,3068.31,False,0.0,22.0,4.1
2025-10-09,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,22.0,179.0,74,6,33.5,57.73,1270.06,False,0.0,22.5,3.6
2025-02-24,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,31.0,55.0,42,8,28.05,51.04,1582.24,False,0.0,14.4,4.3
2025-04-15,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,87.0,151.0,87,9,71.61,120.54,10486.98,False,0.0,23.3,4.5
2025-07-16,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,51.0,267.0,87,9,71.61,120.54,6147.54,False,0.0,36.3,4.2
2025-02-06,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,30.0,76.0,74,13,46.67,72.31,2169.3,False,0.0,7.7,4.0
2025-07-10,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,44.0,316.0,87,9,71.61,120.54,5303.76,False,0.0,22.8,4.1
2025-04-22,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,11.0,143.0,45,12,73.66,161.49,1776.39,False,0.0,29.7,3.7
2025-06-27,SKU105,Sunglasses,Accessories,Vendor A,North,Online,18.0,136.0,59,3,85.64,143.16,2576.88,False,0.0,16.0,4.6
2025-11-28,SKU105,Sunglasses,Accessories,Vendor A,North,Online,33.0,172.0,59,3,85.64,143.16,4724.28,False,0.0,33.0,3.9
2025-04-05,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,101.0,255.0,88,6,77.96,163.29,16492.29,False,0.0,23.5,4.2
2025-04-29,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,59.0,187.0,74,13,46.67,72.31,4266.29,False,0.0,15.2,4.1
2025-10-03,SKU107,Baseball Cap,Accessories,Vendor A,South,Wholesale,51.0,204.0,74,13,46.67,72.31,3687.81,False,0.0,30.3,3.9
2025-05-23,SKU109,Gym Bag,Fitness,Vendor C,West,Wholesale,11.0,222.0,45,12,73.66,161.49,1776.39,False,0.0,30.7,3.6
2025-11-30,SKU111,Water Bottle,Fitness,Vendor A,North,Online,55.0,204.0,79,12,24.6,52.01,2860.55,False,0.0,24.5,4.0
2025-11-10,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,34.0,211.0,74,6,33.5,57.73,1962.82,False,0.0,31.6,4.5
2025-11-24,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,41.0,111.0,70,9,49.68,111.64,4577.24,False,0.0,1.6,4.4
2025-04-15,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,48.0,77.0,73,11,65.48,148.54,7129.92,False,0.0,22.1,4.7
2025-09-19,SKU111,Water Bottle,Fitness,Vendor A,North,Wholesale,19.0,126.0,79,12,24.6,52.01,988.19,False,0.0,21.5,4.2
2025-06-08,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,79.0,271.0,74,13,46.67,72.31,5712.49,False,0.0,27.8,4.0
2025-12-12,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,,234.0,74,6,33.5,57.73,2020.55,False,0.0,26.7,4.0
2025-06-11,SKU112,Hoodie,Apparel,Vendor B,South,Online,40.0,197.0,73,11,65.48,148.54,5941.6,False,0.0,30.0,5.0
2025-03-04,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,36.0,74.0,42,8,28.05,51.04,1837.44,False,0.0,34.2,4.5
2025-01-31,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,34.0,246.0,73,11,65.48,148.54,5050.36,False,0.0,40.8,4.4
2025-07-13,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,56.0,148.0,73,11,65.48,148.54,8318.24,False,0.0,34.3,
2025-04-07,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,55.0,284.0,87,9,71.61,120.54,6629.7,False,0.0,27.3,4.0
2025-04-19,SKU104,Protein Powder,Health,Vendor B,East,Online,27.0,200.0,70,9,49.68,111.64,3014.28,False,0.0,15.4,4.7
2025-07-26,SKU102,Running Shoes,Footwear,Vendor B,West,Online,72.0,169.0,51,14,48.81,90.37,6506.64,False,0.0,40.0,4.3
2025-10-03,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,40.0,124.0,73,11,65.48,148.54,5941.6,False,0.0,23.5,4.7
2025-09-13,SKU112,Hoodie,Apparel,Vendor B,South,Online,43.0,319.0,73,11,65.48,148.54,6387.22,False,0.0,12.9,4.1
2025-12-11,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,75.0,51.0,42,8,28.05,51.04,3828.0,False,0.0,40.0,3.7
2025-10-17,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,91.0,123.0,51,14,48.81,90.37,8223.67,True,20.0,27.3,3.4
2025-12-06,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,34.0,171.0,70,9,49.68,111.64,3795.76,False,0.0,27.3,3.8
2025-07-15,SKU108,Sports Socks,Apparel,Vendor B,East,Online,50.0,70.0,64,3,56.21,111.36,5568.0,False,0.0,25.8,4.3
2025-06-19,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Wholesale,20.0,194.0,74,6,33.5,57.73,1154.6,False,0.0,28.7,5.0
2025-05-20,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,72.0,153.0,42,8,28.05,51.04,3674.88,True,24.0,12.4,4.2
2025-02-16,SKU104,Protein Powder,Health,Vendor B,East,Wholesale,18.0,90.0,70,9,49.68,111.64,2009.52,False,0.0,26.6,4.2
2025-12-19,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,24.0,199.0,74,6,33.5,57.73,1385.52,False,0.0,34.3,4.7
2025-09-13,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,76.0,74.0,74,13,46.67,72.31,5495.56,False,0.0,22.6,3.3
2025-09-27,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,168.0,114.0,88,6,77.96,163.29,27432.72,True,20.0,15.7,4.6
2025-01-29,SKU111,Water Bottle,Fitness,Vendor A,North,Online,10.0,322.0,79,12,24.6,52.01,520.1,False,0.0,10.7,4.4
2025-06-06,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,20.0,137.0,74,6,33.5,57.73,1154.6,False,0.0,33.1,4.2
2025-04-10,SKU105,Sunglasses,Accessories,Vendor A,North,Wholesale,15.0,168.0,59,3,85.64,143.16,2147.4,False,0.0,29.8,3.5
2025-08-23,SKU102,Running Shoes,Footwear,Vendor B,West,Wholesale,83.0,141.0,51,14,48.81,90.37,7500.71,False,0.0,23.1,5.0
2025-10-19,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,74.0,254.0,64,3,56.21,111.36,8240.64,False,0.0,20.4,4.7
2025-01-16,SKU112,Hoodie,Apparel,Vendor B,South,Wholesale,25.0,118.0,73,11,65.48,148.54,3713.5,False,0.0,16.9,5.0
2025-08-13,SKU105,Sunglasses,Accessories,Vendor A,North,Online,22.0,243.0,59,3,85.64,143.16,3149.52,False,0.0,23.5,5.0
2025-06-02,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,58.0,196.0,87,9,71.61,120.54,6991.32,False,0.0,22.6,3.6
2025-01-20,SKU108,Sports Socks,Apparel,Vendor B,East,Online,38.0,195.0,64,3,56.21,111.36,4231.68,False,0.0,22.1,5.0
2025-11-07,SKU109,Gym Bag,Fitness,Vendor C,West,Online,16.0,196.0,45,12,73.66,161.49,2583.84,False,0.0,15.2,4.2
2025-05-10,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,33.0,134.0,59,3,85.64,143.16,4724.28,False,0.0,19.2,4.4
2025-07-24,SKU102,Running Shoes,Footwear,Vendor B,West,Online,61.0,105.0,51,14,48.81,90.37,5512.57,False,0.0,21.2,4.6
2025-07-19,SKU109,Gym Bag,Fitness,Vendor C,West,Online,27.0,103.0,45,12,73.66,161.49,4360.23,True,11.0,23.8,3.5
2025-01-21,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,12.0,267.0,74,6,33.5,57.73,692.76,False,0.0,27.8,4.1
2025-05-27,SKU103,Yoga Mat,Fitness,Vendor C,East,Wholesale,53.0,64.0,42,8,28.05,51.04,2705.12,False,0.0,14.4,4.5
2025-01-03,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,32.0,297.0,74,13,46.67,72.31,2313.92,False,0.0,22.3,4.7
2025-10-18,SKU111,Water Bottle,Fitness,Vendor A,North,Wholesale,35.0,93.0,79,12,24.6,52.01,1820.35,False,0.0,42.6,3.9
2025-02-28,SKU111,Water Bottle,Fitness,Vendor A,North,Online,14.0,236.0,79,12,24.6,52.01,728.14,False,0.0,26.7,4.0
2025-12-15,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,89.0,187.0,88,6,77.96,163.29,14532.81,False,0.0,14.1,3.5
2025-11-09,SKU108,Sports Socks,Apparel,Vendor B,East,Online,111.0,179.0,64,3,56.21,111.36,12360.96,False,0.0,11.2,4.5
2025-02-08,SKU109,Gym Bag,Fitness,Vendor C,West,Online,13.0,110.0,45,12,73.66,161.49,2099.37,False,0.0,35.2,4.1
2025-10-09,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,65.0,305.0,87,9,71.61,120.54,7835.1,False,0.0,22.4,3.9
2025-12-21,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,114.0,264.0,74,13,46.67,72.31,8243.34,False,0.0,26.1,4.6
2025-05-15,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,18.0,310.0,79,12,24.6,52.01,936.18,False,0.0,32.0,4.8
2025-02-25,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,33.0,207.0,87,9,71.61,120.54,3977.82,False,0.0,18.3,4.2
2025-02-17,SKU104,Protein Powder,Health,Vendor B,East,Online,17.0,73.0,70,9,49.68,111.64,1897.88,False,0.0,41.6,4.6
2025-05-16,SKU108,Sports Socks,Apparel,Vendor B,East,Online,,130.0,64,3,56.21,111.36,5568.0,False,0.0,23.5,3.7
2025-05-14,SKU112,Hoodie,Apparel,Vendor B,South,Online,59.0,78.0,73,11,65.48,148.54,8763.86,False,0.0,18.6,3.3
2025-01-08,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,35.0,190.0,73,11,65.48,148.54,5198.9,False,0.0,12.4,4.7
2025-02-21,SKU112,Hoodie,Apparel,Vendor B,South,Online,34.0,117.0,73,11,65.48,148.54,5050.36,False,0.0,22.2,4.1
2025-07-05,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,31.0,234.0,70,9,49.68,111.64,3460.84,False,0.0,23.5,3.4
2025-09-21,SKU111,Water Bottle,Fitness,Vendor A,North,Online,36.0,235.0,79,12,24.6,52.01,1872.36,False,0.0,38.5,4.4
2025-05-21,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,41.0,189.0,87,9,71.61,120.54,4942.14,False,0.0,19.2,4.6
2025-10-16,SKU105,Sunglasses,Accessories,Vendor A,North,Online,18.0,96.0,59,3,85.64,143.16,2576.88,False,0.0,19.1,4.7
2025-04-10,SKU109,Gym Bag,Fitness,Vendor C,West,Wholesale,14.0,105.0,45,12,73.66,161.49,2260.86,True,25.0,24.7,3.8
2025-03-23,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,,165.0,42,8,28.05,51.04,3011.36,False,0.0,22.5,4.6
2025-12-26,SKU105,Sunglasses,Accessories,Vendor A,North,Online,38.0,64.0,59,3,85.64,143.16,5440.08,False,0.0,26.6,3.8
2025-05-28,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,47.0,216.0,74,13,46.67,72.31,3398.57,False,0.0,36.0,4.1
2025-02-06,SKU110,Smart Watch,Electronics,Vendor D,North,Online,59.0,190.0,88,6,77.96,163.29,9634.11,False,0.0,31.3,4.0
2025-03-07,SKU102,Running Shoes,Footwear,Vendor B,West,Online,63.0,252.0,51,14,48.81,90.37,5693.31,False,0.0,29.9,4.5
2025-07-16,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,37.0,286.0,79,12,24.6,52.01,1924.37,False,0.0,19.2,4.7
2025-04-29,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,49.0,130.0,42,8,28.05,51.04,2500.96,False,0.0,27.3,4.6
2025-02-20,SKU104,Protein Powder,Health,Vendor B,East,Online,16.0,171.0,70,9,49.68,111.64,1786.24,False,0.0,23.5,3.7
2025-02-24,SKU109,Gym Bag,Fitness,Vendor C,West,Online,10.0,142.0,45,12,73.66,161.49,1614.9,False,0.0,22.9,4.9
2025-08-08,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,49.0,150.0,87,9,71.61,120.54,5906.46,False,0.0,13.6,4.0
2025-12-11,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,98.0,319.0,87,9,71.61,120.54,11812.92,False,0.0,29.6,4.3
2025-07-03,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,27.0,241.0,79,12,24.6,52.01,1404.27,False,0.0,23.1,4.2
2025-02-14,SKU109,Gym Bag,Fitness,Vendor C,West,Online,6.0,65.0,45,12,73.66,161.49,968.94,False,0.0,32.0,4.1
2025-12-07,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,138.0,247.0,88,6,77.96,163.29,22534.02,False,0.0,41.9,4.5
2025-12-23,SKU111,Water Bottle,Fitness,Vendor A,North,Online,36.0,93.0,79,12,24.6,52.01,1872.36,False,0.0,18.0,3.8
2025-04-27,SKU109,Gym Bag,Fitness,Vendor C,West,Online,15.0,67.0,45,12,73.66,161.49,2422.35,False,0.0,24.8,3.7
2025-05-14,SKU109,Gym Bag,Fitness,Vendor C,West,Online,9.0,84.0,45,12,73.66,161.49,1453.41,False,0.0,12.1,4.3
2025-10-01,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,81.0,118.0,87,9,71.61,120.54,9763.74,True,26.0,29.3,3.1
2025-06-08,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Wholesale,27.0,83.0,74,6,33.5,57.73,1558.71,False,0.0,33.4,4.6
2025-07-16,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,66.0,66.0,51,14,48.81,90.37,5964.42,False,0.0,31.3,3.6
2025-06-10,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,32.0,112.0,42,8,28.05,51.04,1633.28,False,0.0,25.4,4.5
2025-07-22,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,37.0,116.0,42,8,28.05,51.04,1888.48,False,0.0,19.0,4.2
2025-11-05,SKU105,Sunglasses,Accessories,Vendor A,North,Online,39.0,150.0,59,3,85.64,143.16,5583.24,False,0.0,26.1,4.4
2025-12-07,SKU103,Yoga Mat,Fitness,Vendor C,East,Wholesale,105.0,254.0,42,8,28.05,51.04,5359.2,False,0.0,30.1,4.2
2025-05-09,SKU110,Smart Watch,Electronics,Vendor D,North,Wholesale,57.0,272.0,88,6,77.96,163.29,9307.53,False,0.0,32.5,3.7
2025-12-26,SKU102,Running Shoes,Footwear,Vendor B,West,Online,79.0,200.0,51,14,48.81,90.37,7139.23,False,0.0,8.9,4.3
2025-07-28,SKU102,Running Shoes,Footwear,Vendor B,West,Online,69.0,219.0,51,14,48.81,90.37,6235.53,False,0.0,21.1,4.3
2025-08-10,SKU104,Protein Powder,Health,Vendor B,East,Online,19.0,128.0,70,9,49.68,111.64,2121.16,False,0.0,21.2,3.9
2025-06-19,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,44.0,209.0,74,13,46.67,72.31,3181.64,False,0.0,21.0,4.7
2025-06-04,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,60.0,265.0,74,13,46.67,72.31,4338.6,False,0.0,36.2,4.4
2025-07-21,SKU110,Smart Watch,Electronics,Vendor D,North,Online,78.0,234.0,88,6,77.96,163.29,12736.62,False,0.0,21.1,4.5
2025-07-29,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,53.0,240.0,74,13,46.67,72.31,3832.43,False,0.0,16.4,4.0
2025-07-06,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,59.0,266.0,73,11,65.48,148.54,8763.86,False,0.0,38.7,4.2
2025-09-14,SKU112,Hoodie,Apparel,Vendor B,South,Online,58.0,261.0,73,11,65.48,148.54,8615.32,False,0.0,32.4,3.9
2025-12-15,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,27.0,118.0,74,6,33.5,57.73,1558.71,False,0.0,25.4,3.1
2025-10-03,SKU110,Smart Watch,Electronics,Vendor D,North,Online,53.0,216.0,88,6,77.96,163.29,8654.37,False,0.0,12.0,4.3
2025-01-09,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,36.0,234.0,64,3,56.21,111.36,4008.96,False,0.0,21.9,4.3
2025-11-16,SKU104,Protein Powder,Health,Vendor B,East,Online,45.0,70.0,70,9,49.68,111.64,5023.8,False,0.0,19.2,3.8
2025-03-09,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Wholesale,26.0,89.0,74,6,33.5,57.73,1500.98,False,0.0,11.7,4.4
2025-07-06,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,18.0,107.0,45,12,73.66,161.49,2906.82,False,0.0,33.7,4.3
2025-09-15,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,50.0,211.0,73,11,65.48,148.54,7427.0,False,0.0,16.2,4.8
2025-01-30,SKU108,Sports Socks,Apparel,Vendor B,East,Wholesale,16.0,150.0,64,3,56.21,111.36,1781.76,False,0.0,38.2,4.3
2025-03-08,SKU110,Smart Watch,Electronics,Vendor D,North,Wholesale,67.0,193.0,88,6,77.96,163.29,10940.43,False,0.0,47.3,3.9
2025-12-03,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,109.0,142.0,87,9,71.61,120.54,13138.86,False,0.0,13.3,3.8
2025-06-08,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,93.0,150.0,88,6,77.96,163.29,15185.97,False,0.0,23.7,3.9
2025-02-01,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,11.0,82.0,74,6,33.5,57.73,635.03,False,0.0,33.4,4.6
2025-11-17,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,79.0,143.0,42,8,28.05,51.04,4032.16,False,0.0,26.4,4.6
2025-08-18,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,18.0,118.0,79,12,24.6,52.01,936.18,False,0.0,19.5,4.7
2025-12-04,SKU109,Gym Bag,Fitness,Vendor C,West,Online,17.0,195.0,45,12,73.66,161.49,2745.33,False,0.0,30.3,4.4
2025-06-06,SKU110,Smart Watch,Electronics,Vendor D,North,Online,100.0,174.0,88,6,77.96,163.29,16329.0,False,0.0,19.2,4.1
2025-07-22,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,99.0,94.0,51,14,48.81,90.37,8946.63,True,13.0,12.3,3.6
2025-08-23,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,31.0,208.0,74,6,33.5,57.73,1789.63,False,0.0,34.0,3.9
2025-08-16,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,70.0,187.0,87,9,71.61,120.54,8437.8,False,0.0,30.5,5.0
2025-06-28,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,,155.0,42,8,28.05,51.04,2705.12,False,0.0,39.5,3.5
2025-10-23,SKU109,Gym Bag,Fitness,Vendor C,West,Online,11.0,184.0,45,12,73.66,161.49,1776.39,False,0.0,34.0,3.8
2025-09-02,SKU102,Running Shoes,Footwear,Vendor B,West,Online,51.0,105.0,51,14,48.81,90.37,4608.87,False,0.0,13.5,3.6
2025-06-12,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,22.0,99.0,70,9,49.68,111.64,2456.08,False,0.0,16.0,4.2
2025-04-09,SKU110,Smart Watch,Electronics,Vendor D,North,Online,70.0,164.0,88,6,77.96,163.29,11430.3,False,0.0,-2.2,4.4
2025-04-10,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,64.0,100.0,87,9,71.61,120.54,7714.56,False,0.0,25.3,3.7
2025-07-25,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,30.0,197.0,79,12,24.6,52.01,1560.3,False,0.0,28.7,4.9
2025-06-21,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,85.0,189.0,51,14,48.81,90.37,7681.45,False,0.0,23.0,3.6
2025-07-27,SKU108,Sports Socks,Apparel,Vendor B,East,Online,82.0,126.0,64,3,56.21,111.36,9131.52,False,0.0,17.4,4.2
2025-08-03,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,65.0,207.0,74,13,46.67,72.31,4700.15,False,0.0,24.8,2.6
2025-09-29,SKU112,Hoodie,Apparel,Vendor B,South,Online,36.0,130.0,73,11,65.48,148.54,5347.44,False,0.0,17.0,3.6
2025-02-20,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,10.0,220.0,42,8,28.05,51.04,510.4,False,0.0,38.0,4.7
2025-06-22,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,34.0,258.0,79,12,24.6,52.01,1768.34,False,0.0,24.0,3.5
2025-10-02,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,21.0,168.0,79,12,24.6,52.01,1092.21,False,0.0,27.1,4.5
2025-07-02,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,25.0,189.0,59,3,85.64,143.16,3579.0,False,0.0,22.7,3.8
2025-11-09,SKU104,Protein Powder,Health,Vendor B,East,Online,44.0,299.0,70,9,49.68,111.64,4912.16,False,0.0,32.3,4.2
2025-04-18,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Retail Store,16.0,106.0,74,6,33.5,57.73,923.68,False,0.0,28.4,4.1
2025-03-25,SKU108,Sports Socks,Apparel,Vendor B,East,Online,64.0,124.0,64,3,56.21,111.36,7127.04,False,0.0,27.4,4.4
